,Family,GenusDescription,Genus,epithet,author,syn.,Plate,description,FloraisonStart,FloraisonEnd,FloraisonNotes,L.,S.,Aire géogr.,Notes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,"PTERANTHUS Forsk. — Herbe annuelle, charnue, à feuilles opposées, fas-ciculifères, ce qui les rend pseudo-verticillées. Cymes biflores portés par un pédon-cule commun accrescent, large, oblong, aplati et tombant avec lui. Fleurs sessiles,latérales. Calice 4-partite à sépales oblongs-linéaires, prolongés par un appendicevertical scarieux-marginé. 4 étamines. Pas de corolle.",0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,Pteranthus, dichotomus,0,0,0,0,mars,mai,Régions arides.,0,"S. St. Palmyre (Sam, Mt, Pb), Palmyre à Arak, Bir-al-'Alaniyé (Pb), Jabal-et-Tenf (Bb).Sud. Hammé (Pb).",0,0
3,0,"SCLERANTHUS L. — Herbes de petite taille, à feuilles linéaires-sétacées.Calice à tube urcéolé, à la fin durci. 5 sépales mutiques. Pétales filiformes, parfoisavortés. Étamines 5. Ovaire libre. Styles 2, distincts.",0,0,0,0,0,0,0,0,0,0,"S. uncinatus Schur.Sépales les uns droits les autres recourbés, sur les mêmes fruitsS. orientalis Rôssler.",0,0
4,0,0,Scleranthus, orientalis,0,0,0,0,mars,juin,"Grès et terrains non calcaires, légèrement hygrophile.","L. Mi. Bikfaya, Mayrouba (Mt), Neba'-l-Bata, au-dessus de Jbail (Bl). Mm. Khan Sannine,Falougha (Mt), Col de Zahlé (Bl, Th, Mt, Pb). Ve. Jabal-ech-Cha'arra (Mt). Mi. 'Aïn Halakim (Har). A.L. Jabal Gharbi (Pr).",S.,0,0
5,0,0,Scleranthus, collinus,0,0,0,0,mars,mai, Régions boisées.,0,S. Mm. Slenfé (Sam).,0,0
6,0,0,Habrosia,spinuliflora,0,0,0,0,mars,avril,Régions subarides et arides.,"L. Sy. Baalbeck (P, Mt). Sy. Alep (Rousseau, Ky, Auch, Hkn, JL, Mt), Dana (P), Ouroum-es-Soughra à Terib(Sam), Khan Cheikhoun à Ma'arrat-en-No'man (Sam), Jab. Sema'ane (Har). H.J. Jab. 'Abd-el-'Aziz (Hd-Mz), bords du Tigre vers le Pont Romain (Mt). Dam. Jab. Qasyoun (Gaill, Sam, Pb).A.L. Mnine à Saïdnaya (Sam), Ma'loula (Pb). St. Jab. Dmeir (Pb), Qaryatein (Mt), Sud deQaryatein (Pb), Palmyre (Mt), Jab. Bilas (Bl).",S.,0,0
7,0,"CORRIGIOLA L. — Herbes annuelles ou vivaces à feuilles un peu charnueset stipules scarieuses. Calice persistant, à 5 sépales obtus, à marge claire et mince.5 pétales arrondis égalant le calice. 5 étamines insérées sur la marge d'un disque trèspetit. Styles 3, très courts. Fruit crustacé, inclus dans le calice.",0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,Gorrigiola, littoralis,0,0,0,0,mars,mai,Lieux sablonneux humides. Rare et fugace.,"L. Ct. Beyrouth (Pr, Vt), Bouchriyé (Mt), sous Beit Méri (Np).",0,0,0
9,0,"TELEPHIUM L. — Herbes un peu charnues, à feuilles alternes, stipulées.Calice à 5 sépales. Corolle à 5 pétales, 5 étamines. 3 styles. Capsule à 3-4 valves.",0,0,0,0,0,0,0,0,0,0,0,0,0
